Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
150,Adoraminos,Rinones,Rinones County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,2350,16.9,58.02,738,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Adoraminos&population=2350&size=18&seed=8827550800150&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
151,Gienteautiers,Gienteautiers,Gienteautiers County,Egnia,Egnian Marches,Luari,Nozie Cult,26567,12.39,-63.56,738,,port,,walls,,temple,,https://watabou.github.io/city-generator/?name=Gienteautiers&population=26567&size=45&seed=8827550800151&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=0.37
152,Rinos,Sivias,Sivias Captaincy,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1523,12.98,63.21,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Rinos&population=1523&size=15&seed=8827550800152&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
153,Bingtonzan,Ponton,Ponton Clan,Alcaucia,Republic of Alcaucia,Angshire,Angshire Deities,1506,18.16,36.39,3360,,,,,,,,https://watabou.github.io/city-generator/?name=Bingtonzan&population=1506&size=15&seed=8827550800153&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
154,Schalden,Wildrachia,Wildrachia Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,4023,32.71,21.2,30,,port,,,,,,https://watabou.github.io/city-generator/?name=Schalden&population=4023&size=22&seed=8827550800154&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.92
155,Marnonces,Freuil,Freuil County,Viliersasia,Kingdom of Viliersasia,Luari,Nozie Cult,11548,19.26,-57.89,266,,,,,,,,https://watabou.github.io/city-generator/?name=Marnonces&population=11548&size=33&seed=8827550800155&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
156,Cargeca,New Pinia,New Pinia Colony,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,3235,6,44.47,52,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Cargeca&population=3235&size=20&seed=8827550800156&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
157,Fraspoli,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1664,5.18,-43.4,643,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Fraspoli&population=1664&size=16&seed=8827550800157&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
158,Maronero,Sperganelia,Sperganelia County,Viliersasia,Kingdom of Viliersasia,Tallian,Tortian Heresy,20054,4.64,-47.38,738,,,,walls,,,,https://watabou.github.io/city-generator/?name=Maronero&population=20054&size=40&seed=8827550800158&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
159,Zizma,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,5119,2.5,-66.37,554,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Zizma&population=5119&size=24&seed=8827550800159&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
160,Joenkylavo,Paalalojak,Paalalojak County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,3859,23.67,1.11,13,,,,,,,,https://watabou.github.io/city-generator/?name=Joenkylavo&population=3859&size=22&seed=8827550800160&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
161,Jadra,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,10208,18.24,68.43,3573,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Jadra&population=10208&size=31&seed=8827550800161&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
162,Naucra,Tricolisia,Tricolisia Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Nozie Cult,10147,11.65,-88.99,397,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Naucra&population=10147&size=31&seed=8827550800162&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
163,Korec,Pereremia,Pereremia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,2322,-16.58,-76.78,5250,,port,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Korec&population=2322&size=18&seed=8827550800163&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.57
164,Charoy,Ouvilerolia,Ouvilerolia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,23968,31.58,-66.94,13,,port,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Charoy&population=23968&size=43&seed=8827550800164&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.43
165,Driejon,Horzueria,Horzueria Canton,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,1646,-21.11,74.25,30,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Driejon&population=1646&size=16&seed=8827550800165&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
166,Okevitski,Okevitski,Okevitski County,Porvaval,Porvavalese Empire,Soumi,Novimism,17021,28.78,-15.06,1447,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Okevitski&population=17021&size=38&seed=8827550800166&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
167,Ollorges,Hepiral,Hepiral County,Cosomotia,Duchy of Cosomotia,Astellian,Astellian Faith,6344,28.57,76.21,1736,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Ollorges&population=6344&size=26&seed=8827550800167&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
168,Watchwark,Wargia,Wargia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,16399,24.5,42.97,840,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Watchwark&population=16399&size=37&seed=8827550800168&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
169,Camble,Daria,Daria Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1640,20.15,49.67,1890,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Camble&population=1640&size=16&seed=8827550800169&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
170,Thouy,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,17098,30.42,-54.19,82,,,,,,,,https://watabou.github.io/city-generator/?name=Thouy&population=17098&size=38&seed=8827550800170&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
171,Clithe,Altin,Altin County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,4718,30.06,35.55,472,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Clithe&population=4718&size=23&seed=8827550800171&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
172,Haiter,Hunausen,Hunausen Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,1586,23.83,24.16,328,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Haiter&population=1586&size=15&seed=8827550800172&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
173,Legas,Sivias,Sivias Captaincy,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,8130,13.38,69.69,118,,,,walls,,,,https://watabou.github.io/city-generator/?name=Legas&population=8130&size=29&seed=8827550800173&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
174,Hinkaapa,Sperganelia,Sperganelia County,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,11303,4.82,-51.46,6943,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Hinkaapa&population=11303&size=32&seed=8827550800174&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
175,Frasa,Posaragos,Posaragos County,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1871,-1.2,-31.19,30,,,,walls,,,,https://watabou.github.io/city-generator/?name=Frasa&population=1871&size=16&seed=8827550800175&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
176,Padstore,Daria,Daria Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,2525,19.38,50.75,1312,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Padstore&population=2525&size=18&seed=8827550800176&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
177,Freuil,Freuil,Freuil County,Viliersasia,Kingdom of Viliersasia,Luari,Nozie Cult,16372,16.13,-58.82,118,,port,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Freuil&population=16372&size=37&seed=8827550800177&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.99
178,Pitrealyra,Kyrian,Kyrian Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1667,2.11,-83.1,3153,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Pitrealyra&population=1667&size=16&seed=8827550800178&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
179,Korshe,Korshe,Korshe Department,Zubria,Republic of Zubria,Slovan,Word of Acuso,16271,1.55,-61.81,7248,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Korshe&population=16271&size=37&seed=8827550800179&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
180,Riofringui,Alas,Alas Province,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,7783,-21.1,66.53,6067,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Riofringui&population=7783&size=28&seed=8827550800180&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
181,Bormaison,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,1780,29.38,-56.69,52,,,,,,,,https://watabou.github.io/city-generator/?name=Bormaison&population=1780&size=16&seed=8827550800181&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
182,Monta,Monta,Monta Captaincy,Viliersasia,Kingdom of Viliersasia,Tallian,Word of Acuso,14559,6.79,-44.3,4738,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Monta&population=14559&size=36&seed=8827550800182&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
183,Burva,Pinia,Pinia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,7218,-7.47,79.67,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Burva&population=7218&size=27&seed=8827550800183&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
184,Aulles,Aulles,Aulles Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,24315,18.09,-77.81,118,,port,,walls,,temple,,https://watabou.github.io/city-generator/?name=Aulles&population=24315&size=43&seed=8827550800184&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=1.11
185,Brigogolrio,Sivias,Sivias Captaincy,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1608,16.22,68.63,3153,,,,,,,,https://watabou.github.io/city-generator/?name=Brigogolrio&population=1608&size=16&seed=8827550800185&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
186,Dachstettnau,Braun,Braun Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,21140,30.76,17.69,1184,,port,,walls,,,,https://watabou.github.io/city-generator/?name=Dachstettnau&population=21140&size=41&seed=8827550800186&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.88
187,Tulpalota,Tulpalota,Tulpalota County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,16202,23.88,-2.96,52,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Tulpalota&population=16202&size=37&seed=8827550800187&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
188,Rakkari,Surmaa,Surmaa County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,1912,20.99,-20.4,5515,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Rakkari&population=1912&size=17&seed=8827550800188&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
189,Elsia,Nikka,Nikka County,Pane,Protectorate of Pane,Soumi,Novimism,3503,14,-17.93,1588,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Elsia&population=3503&size=21&seed=8827550800189&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
190,Tromegi,Myrgos,Myrgos Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,4330,7.37,-87.11,948,,,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Tromegi&population=4330&size=23&seed=8827550800190&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
191,Canzares,Olbamuria,Olbamuria Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,8036,31.8,66.48,2953,,,,,,,,https://watabou.github.io/city-generator/?name=Canzares&population=8036&size=28&seed=8827550800191&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
192,Vilpiosaa,Numevitmaa,Numevitmaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,6476,29.78,-4.34,52,,,,,,,,https://watabou.github.io/city-generator/?name=Vilpiosaa&population=6476&size=26&seed=8827550800192&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
193,Hunausen,Hunausen,Hunausen Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,14991,27.87,22.88,1184,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Hunausen&population=14991&size=36&seed=8827550800193&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
194,Cantalisted,Guildhurst,Guildhurst Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,10688,25.24,59.96,30,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Cantalisted&population=10688&size=32&seed=8827550800194&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
195,Rontinovilfa,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,20093,2.72,-39.93,2572,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Rontinovilfa&population=20093&size=40&seed=8827550800195&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
196,Freutern,Freutern,Freutern County,Heilerten,Protectorate of Heilerten,Shwazen,Novimism,17597,31.1,29.65,1736,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Freutern&population=17597&size=38&seed=8827550800196&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
197,Tovecilli,Hepiral,Hepiral County,Cosomotia,Duchy of Cosomotia,Astellian,Astellian Faith,6587,26.62,76.55,840,,,,,,,,https://watabou.github.io/city-generator/?name=Tovecilli&population=6587&size=26&seed=8827550800197&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
198,Cotrino,Sperganelia,Sperganelia County,Viliersasia,Kingdom of Viliersasia,Tallian,Tortian Heresy,1699,2.68,-45.92,1312,,,,,,,,https://watabou.github.io/city-generator/?name=Cotrino&population=1699&size=16&seed=8827550800198&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
199,Villeaurangen,Charoy,Charoy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,7564,31.66,-48.13,52,,,,,,,,https://watabou.github.io/city-generator/?name=Villeaurangen&population=7564&size=28&seed=8827550800199&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
200,Schobernheim,Wildrachia,Wildrachia Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,1472,30.34,20.57,4492,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Schobernheim&population=1472&size=15&seed=8827550800200&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
201,Guildhurst,Guildhurst,Guildhurst Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,23954,30.21,61.39,13,,port,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Guildhurst&population=23954&size=43&seed=8827550800201&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=1.5
202,Vetrelto,Posaragos,Posaragos County,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1935,2.69,-26.15,840,,port,,,,,,https://watabou.github.io/city-generator/?name=Vetrelto&population=1935&size=17&seed=8827550800202&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.93
203,Tuukko,Tampaa,Tampaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,1684,28.45,-3.62,2572,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Tuukko&population=1684&size=16&seed=8827550800203&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
204,Hitching,Betleyles,Betleyles County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,1684,22.62,38.78,2572,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Hitching&population=1684&size=16&seed=8827550800204&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
205,Forwihl,Stebachenia,Stebachenia Earldom,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,10227,21.12,22.86,472,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Forwihl&population=10227&size=31&seed=8827550800205&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
206,Stympheryth,Hia,Hia Council,Aphosia,Heptarchy of Aphosia,Elladan,Nozie Cult,13393,11.38,-83.94,3573,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Stympheryth&population=13393&size=35&seed=8827550800206&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
207,Portsmouth,Berpor,Berpor Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,3915,31.62,61.24,13,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Portsmouth&population=3915&size=22&seed=8827550800207&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
208,Rainikve,Keurenmaa,Keurenmaa Earldom,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,15730,29.45,5.6,3153,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Rainikve&population=15730&size=37&seed=8827550800208&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
209,Lombre,Auiersoy,Auiersoy County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,2111,25.9,-72.18,266,,,,,,,,https://watabou.github.io/city-generator/?name=Lombre&population=2111&size=17&seed=8827550800209&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
210,Ciruego,Lucera,Lucera Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,1711,-10.35,75.54,1447,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Ciruego&population=1711&size=16&seed=8827550800210&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
211,Aulleude,Vilia,Vilia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,29414,27.85,-66.38,161,,port,citadel,walls,plaza,,shanty town,https://watabou.github.io/city-generator/?name=Aulleude&population=29414&size=47&seed=8827550800211&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1&sea=1.39
212,Tupunkyvin,Rapsala,Rapsala County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,1624,27.91,9.51,840,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Tupunkyvin&population=1624&size=16&seed=8827550800212&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
213,Castejonto,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,14889,19.39,63.2,472,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Castejonto&population=14889&size=36&seed=8827550800213&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
214,Kryhov,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,5085,6.09,-73.5,643,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Kryhov&population=5085&size=24&seed=8827550800214&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
215,Poresolagan,Pinia,Pinia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,7824,-7.91,73.19,266,,,,,,,,https://watabou.github.io/city-generator/?name=Poresolagan&population=7824&size=28&seed=8827550800215&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
216,Exningford,Brasmouthia,Brasmouthia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,6328,34.05,56.63,328,,port,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Exningford&population=6328&size=26&seed=8827550800216&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.59
217,Piekkike,Nikka,Nikka County,Pane,Protectorate of Pane,Soumi,Novimism,9568,18.2,-16.39,1588,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Piekkike&population=9568&size=30&seed=8827550800217&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
218,Tirareregar,Piertinvil,Piertinvil Earldom,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,5217,32.13,-45.06,30,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Tirareregar&population=5217&size=24&seed=8827550800218&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
219,Whitford,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,32684,23.68,54.81,210,,port,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Whitford&population=32684&size=49&seed=8827550800219&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=1.62
220,Hornceham,Brasmouthia,Brasmouthia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,2479,32.23,58.02,643,,,,,,temple,,https://watabou.github.io/city-generator/?name=Hornceham&population=2479&size=18&seed=8827550800220&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
221,Hinoi,Myrgos,Myrgos Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1677,3.72,-89.14,2051,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Hinoi&population=1677&size=16&seed=8827550800221&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
222,Poreos,Poreos,Poreos Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,24474,-3.31,-90.26,161,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Poreos&population=24474&size=43&seed=8827550800222&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
223,Briarvauzon,Lombrechienne,Lombrechienne County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,1645,32.82,-38.17,161,,,,,,,,https://watabou.github.io/city-generator/?name=Briarvauzon&population=1645&size=16&seed=8827550800223&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
224,Mackingley,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,9937,29.44,52.71,52,,port,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Mackingley&population=9937&size=31&seed=8827550800224&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=1.07
