Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
139,Yek't,Yek't,Yek't Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,26523,24.39,111.57,397,,port,,walls,,,,https://watabou.github.io/city-generator/?name=Yek%27t&population=26523&size=45&seed=2901772940139&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.98
140,Zriboz,Bash,Bash Parish,Ghodod,Ghodod Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,2126,77.31,-104.24,52,,,,,,temple,,https://watabou.github.io/city-generator/?name=Zriboz&population=2126&size=17&seed=2901772940140&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
141,Vr'yishyrhar,Vr'yishyrhar,Vr'yishyrhar County,Ma-Jikrag,Duchy of Ma-Jikrag,Rake (Drakonic),Rake (Drakonic) Deities,13016,16.3,-0.1,472,,port,,walls,,,,https://watabou.github.io/city-generator/?name=Vr%27yishyrhar&population=13016&size=34&seed=2901772940141&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.43
142,Dalandorkhum,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,2170,34.65,43.91,397,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Dalandorkhum&population=2170&size=17&seed=2901772940142&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.29
143,Tunarg,Tunarg,Tunarg Margrave,Brazmaler,Brazmaler Empire,Dunirr (Dwarven),Dunirr (Dwarven) Spirits,11564,2.23,86.72,5788,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Tunarg&population=11564&size=33&seed=2901772940143&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
144,Vendrath,Netis,Netis Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,1856,-20.64,103.37,13,,,,,,,,https://watabou.github.io/city-generator/?name=Vendrath&population=1856&size=16&seed=2901772940144&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
145,Bleuziiknirpe,New Auristhedra,New Auristhedra Colony,Auristhedra,Kingdom of Auristhedra,Rake (Drakonic),Rake (Drakonic) Deities,7177,-36.15,34.77,118,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Bleuziiknirpe&population=7177&size=27&seed=2901772940145&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
146,Ghore,Ghore,Ghore Region,Ghodod,Ghodod Theocracy,Ugluk (Orkish),Word of Lazogh,1931,66.67,-93.47,1063,,,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Ghore&population=1931&size=17&seed=2901772940146&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
147,Gualma,Elmethes,Elmethes Earldom,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,6286,29.97,-8.02,1588,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Gualma&population=6286&size=26&seed=2901772940147&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
148,Merkraz,Khuld,Khuld Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,2576,79.29,-141.05,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Merkraz&population=2576&size=19&seed=2901772940148&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
149,Onadarrvheimyd,Szobeth,Szobeth County,Meryndryn,Kingdom of Meryndryn,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,17381,68.11,158.46,1890,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Onadarrvheimyd&population=17381&size=38&seed=2901772940149&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
150,Zizizah,Gathelbun,Gathelbun Barony,Zin,Principality of Zin,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,2051,49.79,-129.33,3360,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Zizizah&population=2051&size=17&seed=2901772940150&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
151,Eeriar,Eeriar,Eeriar Seneschalty,Gualsadi,Kingdom of Gualsadi,Eldar (Elfish),Eldar (Elfish) Religion,10348,50.11,18.59,472,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Eeriar&population=10348&size=31&seed=2901772940151&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
152,Fenphe,Fenphe,Fenphe County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,10612,-50.12,5.77,210,,,,walls,,,,https://watabou.github.io/city-generator/?name=Fenphe&population=10612&size=32&seed=2901772940152&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
153,Tanthararnax,Estaragh,Estaragh Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,9364,11.73,-5.6,1447,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Tanthararnax&population=9364&size=30&seed=2901772940153&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
154,Nemeroscles,Nemeroscles,Nemeroscles Shire,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,8678,-7.78,94.22,13,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Nemeroscles&population=8678&size=29&seed=2901772940154&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
155,Gugh,Dhodh,Dhodh Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,17675,51.55,-115.86,2953,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Gugh&population=17675&size=38&seed=2901772940155&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
156,Dargoranathos,Axorhar,Axorhar Captaincy,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,6080,-13.3,-2.79,161,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Dargoranathos&population=6080&size=26&seed=2901772940156&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
157,Hethlikiv,Netis,Netis Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,5454,-19.53,98.54,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Hethlikiv&population=5454&size=25&seed=2901772940157&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
158,Bazah,Bazah,Bazah Territory,Tuzargi,Kingdom of Tuzargi,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,1152,49,-141.39,1063,,,,,,,,https://watabou.github.io/city-generator/?name=Bazah&population=1152&size=14&seed=2901772940158&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
159,Eldrar,Rodahrysear,Rodahrysear Territory,Harumragos,Kingdom of Harumragos,Rake (Drakonic),Rake (Drakonic) Deities,1563,-12.82,30.27,9925,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Eldrar&population=1563&size=15&seed=2901772940159&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
160,Khunzir,Ugh,Ugh Deanery,Bulb,Bulb Theocracy,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,3729,56,-128.6,2218,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Khunzir&population=3729&size=21&seed=2901772940160&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
161,Xarrothosset,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,919,1.13,71.58,2051,,,,,,,,https://watabou.github.io/city-generator/?name=Xarrothosset&population=919&size=13&seed=2901772940161&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
162,Edrinn,Edrinn,Edrinn Earldom,Raugaust,Kingdom of Raugaust,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,6935,80.2,150.28,13,,,,,,,,https://watabou.github.io/city-generator/?name=Edrinn&population=6935&size=27&seed=2901772940162&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
163,Zaccon,Zrald,Zrald Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,5637,37.95,-89.52,1184,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Zaccon&population=5637&size=25&seed=2901772940163&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
164,Menaarharleth,Peralval,Peralval Territory,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,5599,-21.64,95.18,13,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Menaarharleth&population=5599&size=25&seed=2901772940164&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
165,Chazzol,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,1969,74.23,-136.86,840,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Chazzol&population=1969&size=17&seed=2901772940165&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
166,Korkril,Nird,Nird County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,1052,34.06,-74.31,30,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Korkril&population=1052&size=13&seed=2901772940166&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
167,V'eldlu,Rethanil,Rethanil Earldom,Wethe,Principality of Wethe,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,8981,64.51,152.99,2218,,,,,,,,https://watabou.github.io/city-generator/?name=V%27eldlu&population=8981&size=30&seed=2901772940167&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
168,Bozggekh,Bozggekh,Bozggekh County,Ekh-O,Kingdom of Ekh-O,Ugluk (Orkish),Word of Lazogh,10577,68.72,-83.23,328,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Bozggekh&population=10577&size=32&seed=2901772940168&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
169,Nelalin,Hinlumyuer,Hinlumyuer County,Senathyr,Protectorate of Senathyr,Eldar (Elfish),Eldar (Elfish) Religion,3418,65.84,13.05,52,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Nelalin&population=3418&size=21&seed=2901772940169&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
170,Chaz,Chaz,Chaz Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,10036,46.21,-106.89,840,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Chaz&population=10036&size=31&seed=2901772940170&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
171,Bogith,Ugarond-Sho,Ugarond-Sho County,Inshen,Kingdom of Inshen,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1724,15.63,107.28,52,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Bogith&population=1724&size=16&seed=2901772940171&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
172,Drizred,Khuld,Khuld Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,2219,74.76,-141.8,554,,,,,,,,https://watabou.github.io/city-generator/?name=Drizred&population=2219&size=18&seed=2901772940172&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
173,Neihei,Onenora,Onenora County,Lelarine,Kingdom of Lelarine,Eldar (Elfish),Eldar (Elfish) Religion,1659,67.92,9.21,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Neihei&population=1659&size=16&seed=2901772940173&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
174,Onenora,Onenora,Onenora County,Lelarine,Kingdom of Lelarine,Eldar (Elfish),Eldar (Elfish) Religion,8800,65.63,6.87,1184,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Onenora&population=8800&size=29&seed=2901772940174&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
175,Saint,Bingadia,Bingadia County,Saikhir,United Provinces of Saikhir,Dulandir (Human),Jarhanlian Occultism,11195,32.56,34.61,472,,port,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Saint&population=11195&size=32&seed=2901772940175&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.51
176,Gribrugh,Ugkagh,Ugkagh Barony,Chu,Kingdom of Chu,Ugluk (Orkish),Ugluk (Orkish)ism,1585,16.46,-111.8,4990,,,,,,,,https://watabou.github.io/city-generator/?name=Gribrugh&population=1585&size=15&seed=2901772940176&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
177,Drarylianotha,Gloulaunat,Gloulaunat County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,1702,-11.95,-20.45,2051,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Drarylianotha&population=1702&size=16&seed=2901772940177&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.17
178,Gurmurd,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,1599,70.55,-138.53,738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Gurmurd&population=1599&size=16&seed=2901772940178&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
179,Peradristaran,Skurlak,Skurlak Territory,Saikhir,United Provinces of Saikhir,Rake (Drakonic),Jarhanlian Occultism,4688,26.81,39.09,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Peradristaran&population=4688&size=23&seed=2901772940179&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
180,Kasthornax,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,3082,5.68,66.18,2392,,,,,,,,https://watabou.github.io/city-generator/?name=Kasthornax&population=3082&size=20&seed=2901772940180&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
181,Or-Kuld,Dhodh,Dhodh County,Kog,Kingdom of Kog,Ugluk (Orkish),Ugluk (Orkish)ism,16075,49.02,-78.92,1588,,,,walls,,,,https://watabou.github.io/city-generator/?name=Or-Kuld&population=16075&size=37&seed=2901772940181&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
182,Kyath Ar,Elmethes,Elmethes Earldom,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,14945,31.77,-10.8,472,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Kyath+Ar&population=14945&size=36&seed=2901772940182&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.85
183,Eahilsa,Nionanat,Nionanat Governorate,Petalval,Republic of Petalval,Eldar (Elfish),Eldar (Elfish) Religion,6521,23.6,-17.94,738,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Eahilsa&population=6521&size=26&seed=2901772940183&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
184,Barumuston,Hakar,Hakar Territory,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,2205,10.17,72.58,11421,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Barumuston&population=2205&size=18&seed=2901772940184&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
185,Ghazin,Ghazin,Ghazin County,Bhic,Grand Duchy of Bhic,Ugluk (Orkish),Ugluk (Orkish)ism,11940,2.72,-113.62,12612,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Ghazin&population=11940&size=33&seed=2901772940185&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
186,Keth Senilma,Keth Senilma,Keth Senilma Province,Selmaron,Republic of Selmaron,Eldar (Elfish),Eldar (Elfish) Religion,19902,52.02,23.04,738,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Keth+Senilma&population=19902&size=40&seed=2901772940186&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
187,Nythilmaqua,Nionanat,Nionanat Governorate,Petalval,Republic of Petalval,Eldar (Elfish),Eldar (Elfish) Religion,3840,27.09,-17.51,1890,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Nythilmaqua&population=3840&size=22&seed=2901772940187&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
188,Khunzad,Khunzad,Khunzad Deanery,Bulb,Bulb Theocracy,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,9469,52.12,-123.22,3573,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Khunzad&population=9469&size=30&seed=2901772940188&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
189,Bogzore,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,1065,25.56,-100.78,738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Bogzore&population=1065&size=13&seed=2901772940189&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
190,Khurothtorleth,Tunarg,Tunarg Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,3772,-16.66,90.9,52,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Khurothtorleth&population=3772&size=21&seed=2901772940190&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
191,Uldrodh,Dhodh,Dhodh County,Kog,Kingdom of Kog,Ugluk (Orkish),Ugluk (Orkish)ism,1957,48.99,-76.54,2051,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Uldrodh&population=1957&size=17&seed=2901772940191&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
192,Ollmmar,Ollmmar,Ollmmar Parish,Elwen,Elwenese Theocracy,Eldar (Elfish),Eldar (Elfish) Religion,3057,41.92,-5.31,52,,port,,,,temple,,https://watabou.github.io/city-generator/?name=Ollmmar&population=3057&size=20&seed=2901772940192&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.83
193,Dhul,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,9988,21.16,-96.75,1063,,,,,,,,https://watabou.github.io/city-generator/?name=Dhul&population=9988&size=31&seed=2901772940193&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
194,Batsayanda,Batsayanda,Batsayanda Landgrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,12119,77.26,42.99,30,,port,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Batsayanda&population=12119&size=33&seed=2901772940194&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.88
195,Mithlinastiir,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,6534,11.21,64.91,1184,,,,,,,,https://watabou.github.io/city-generator/?name=Mithlinastiir&population=6534&size=26&seed=2901772940195&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
196,Brur,Zulb,Zulb Barony,Grigh,Kingdom of Grigh,Ugluk (Orkish),Ugluk (Orkish)ism,796,73.41,-112.44,328,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Brur&population=796&size=12&seed=2901772940196&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
197,Mangolgerk,Batsi,Batsi County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1453,62.75,57.8,118,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Mangolgerk&population=1453&size=15&seed=2901772940197&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
198,Onuurvinur,Onuurvinur,Onuurvinur Tribe,Tsogt,Council of Tsogt,Dulandir (Human),Jarhanlian Occultism,18433,39.81,39.36,397,,,,,,,,https://watabou.github.io/city-generator/?name=Onuurvinur&population=18433&size=39&seed=2901772940198&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
199,Sssugauremren,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,6771,16.04,23.78,840,,port,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Sssugauremren&population=6771&size=27&seed=2901772940199&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.96
200,Khugat,Shiret,Shiret County,Dashat,Dashish Khaganate,Dulandir (Human),Jarhanlian Occultism,609,58.61,38.64,472,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Khugat&population=609&size=11&seed=2901772940200&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
201,Dorethelogith,Dorethelogith,Dorethelogith County,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,8253,22.32,101.77,9925,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Dorethelogith&population=8253&size=29&seed=2901772940201&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
202,Caldhet,Nariolamaha,Nariolamaha Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1530,3.6,96.49,4252,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Caldhet&population=1530&size=15&seed=2901772940202&river=1&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.92
203,Boghokh,Krod,Krod Province,Brarud,Republic of Brarud,Ugluk (Orkish),Word of Lazogh,5869,79.63,-91.34,328,,port,,,,,,https://watabou.github.io/city-generator/?name=Boghokh&population=5869&size=25&seed=2901772940203&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.72
204,Orkhet,Batsi,Batsi County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,6618,72.47,61.81,82,,port,,,,,,https://watabou.github.io/city-generator/?name=Orkhet&population=6618&size=26&seed=2901772940204&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.09
205,Shiret,Shiret,Shiret County,Dashat,Dashish Khaganate,Dulandir (Human),Jarhanlian Occultism,9401,59.16,42.32,554,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Shiret&population=9401&size=30&seed=2901772940205&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
206,Rethanil,Rethanil,Rethanil Earldom,Wethe,Principality of Wethe,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,10105,57.57,155.39,554,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Rethanil&population=10105&size=31&seed=2901772940206&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.07
207,Khuluut,Saikhkhair,Saikhkhair Margrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,6241,53.38,50.44,554,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Khuluut&population=6241&size=26&seed=2901772940207&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
208,Morbredh,Ugkagh,Ugkagh Barony,Chu,Kingdom of Chu,Ugluk (Orkish),Ugluk (Orkish)ism,3364,19.01,-111.06,7878,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Morbredh&population=3364&size=21&seed=2901772940208&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
209,Anosseve,Merandumren,Merandumren County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,1257,15.6,15.98,738,,port,,,,,,https://watabou.github.io/city-generator/?name=Anosseve&population=1257&size=14&seed=2901772940209&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.96
